url,name,image
https://www.hollisterco.com/shop/us/p/linen-blend-flex-waist-baggy-pants-59034211?categoryId=12589&faceout=model&seq=07&pagefm=navigation-grid&prodvm=navigation-grid,LINEN-BLEND FLEX-WAIST BAGGY PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5006-00190-178_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-pull-on-cargo-pants-59503536?categoryId=12589&faceout=model&seq=04&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY PULL-ON CARGO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5080-00246-475_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/straight-chino-pants-57207452?categoryId=12589&faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,STRAIGHT CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4094-0064-330_model1.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-jeans-58861203?categoryId=12589&faceout=model&seq=44&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5000-00157-477_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-chino-pants-59034048?categoryId=12589&faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5017-00204-476_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/slim-straight-chino-pants-59033956?categoryId=12589&faceout=model&seq=08&pagefm=navigation-grid&prodvm=navigation-grid,SLIM STRAIGHT CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4177-00128-475_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/linen-blend-loose-pull-on-pants-59163623?categoryId=12589&faceout=model&seq=08&pagefm=navigation-grid&prodvm=navigation-grid,LINEN-BLEND LOOSE PULL-ON PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5013-00200-202_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/black-super-baggy-jeans-58875587?categoryId=12589&faceout=model&seq=06&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,BLACK SUPER BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5090-00239-975_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/light-wash-embroidered-dice-baggy-skater-jeans-59517748?categoryId=12589&faceout=model&seq=04&pagefm=navigation-grid&prodvm=navigation-grid,LIGHT WASH EMBROIDERED DICE BAGGY SKATER JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5194-00223-280_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/linen-blend-flex-waist-baggy-pants-59034220?categoryId=12589&faceout=model&seq=10&pagefm=navigation-grid&prodvm=navigation-grid,LINEN-BLEND FLEX-WAIST BAGGY PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5007-00191-102_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/overdye-straight-jeans-58660991?categoryId=12589&faceout=model&seq=20&pagefm=navigation-grid&prodvm=navigation-grid,OVERDYE STRAIGHT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5187-00208-477_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/dark-wash-baggy-jeans-58875870?categoryId=12589&faceout=model&seq=50&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,DARK WASH BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5018-00242-278_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-camo-cargo-pull-on-pants-58344392?categoryId=12589&faceout=prod&seq=08&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY CAMO CARGO PULL-ON PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4151-00127-429_model1.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/slim-straight-jeans-59034258?categoryId=12589&faceout=model&seq=24&pagefm=navigation-grid&prodvm=navigation-grid,SLIM STRAIGHT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5082-00029-179_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/medium-wash-wolf-graphic-super-baggy-jeans-59173571?categoryId=12589&faceout=model&seq=16&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,MEDIUM WASH WOLF GRAPHIC SUPER BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5196-00225-278_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/washed-black-super-baggy-jeans-59299319?categoryId=12589&faceout=life&seq=17&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,WASHED BLACK SUPER BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5193-00222-280_prod1.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/light-wash-baggy-jeans-59528448?categoryId=12589&faceout=model&seq=54&pagefm=navigation-grid&prodvm=navigation-grid,LIGHT WASH BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5190-00296-280_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/medium-wash-baggy-jeans-59163734?categoryId=12589&faceout=model&seq=51&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,MEDIUM WASH BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5011-00233-276_model2.jpg?policy=product-large
